"mrun","female","priority","high_performance"
26504000,1,1,0
26504830,1,1,0
26504914,0,1,0
26505088,1,1,0
26505152,1,1,0
26505491,0,1,0
26505760,0,0,0
26505787,0,1,0
26505807,0,0,0
26505870,1,0,0
26506530,1,1,0
26506841,1,0,0
26506990,1,1,0
26507183,1,1,0
26507847,1,1,0
26508492,0,0,0
26509020,0,0,0
26509984,1,1,0
26510631,0,1,0
26510795,0,1,0
26510951,0,1,0
26511158,0,1,0
26511240,1,1,0
26511354,1,1,0
26511384,1,1,0
26512426,1,1,0
26512545,1,0,0
26512692,1,0,0
26512806,1,0,0
26512914,0,1,0
26513783,1,0,0
26513870,0,1,0
26514064,1,0,0
26514274,0,0,0
26514383,0,1,0
26514402,0,1,0
26514463,1,1,0
26514473,0,1,0
26514708,1,0,0
26514903,0,1,0
26515041,0,0,0
26515296,0,1,0
26515599,0,1,0
26516151,0,1,0
26516211,1,0,0
26517053,1,0,0
26517133,0,1,0
26517167,1,1,0
26517182,0,0,0
26517312,0,0,0
26517894,1,0,0
26518008,0,1,0
26518196,0,1,0
26518542,0,0,0
26518592,1,1,0
26518617,0,0,0
26518825,1,1,0
26518990,1,0,0
26519000,0,1,0
26519178,1,0,0
26519310,0,0,0
26519793,0,1,0
26520055,0,0,0
26520613,0,1,0
26520635,0,0,0
26520992,1,0,0
26521410,0,0,0
26521509,0,1,0
26522366,0,0,0
26522982,0,0,0
26523088,1,0,0
26523105,1,0,0
26523310,1,0,0
26523358,1,0,0
26523613,1,0,0
26524134,0,0,0
26528415,0,0,0
26529628,1,1,0
26529891,0,0,0
26530186,0,1,0
26531012,0,0,0
26532486,1,0,0
26532499,1,0,0
26534452,1,0,0
26534670,0,1,0
26540265,1,1,0
26541287,0,1,0
26542148,0,1,1
26542653,1,1,0
26543744,0,0,0
26544711,1,1,0
26545283,0,0,0
26546290,1,0,0
26547678,0,1,0
26549255,1,0,0
26551490,0,0,0
26551650,0,0,0
26555138,1,0,0
26556690,1,0,0
26558864,1,0,0
26559292,1,0,0
26560566,0,0,0
26563113,1,0,0
26563477,0,0,0
26563557,1,0,0
26565927,0,0,0
26566491,1,0,0
26567109,1,0,0
26567182,0,0,0
26568424,0,1,0
26568512,0,0,0
26568938,1,1,0
26571130,1,0,0
26571152,1,0,0
26571556,1,0,0
26573418,1,0,0
26574096,0,0,0
26577741,1,0,0
26578004,1,0,0
26578233,0,0,0
26578346,0,0,0
26580408,1,1,0
26580467,1,0,0
26581638,0,1,0
26581784,0,1,0
26582103,1,0,0
26582390,0,1,0
26582527,1,1,0
26582829,0,1,0
26583132,0,0,0
26583657,0,0,0
26584745,1,0,0
26585334,1,1,0
26585458,0,1,0
26586759,1,0,0
26586814,0,0,0
26587118,0,0,0
26588018,1,1,0
26588614,1,1,0
26589008,0,0,0
26589436,0,1,0
26589593,0,0,0
26590253,0,0,0
26590858,0,1,0
26591256,1,0,0
26591674,1,0,0
26592021,0,1,0
26592902,0,0,0
26593257,0,0,0
26593395,0,0,0
26593551,0,0,0
26593924,1,1,0
26593925,0,1,0
26594492,0,0,0
26594789,0,1,0
26595211,0,1,0
26596168,0,1,0
26596392,1,1,0
26596580,1,0,0
26597067,1,0,0
26597365,1,1,0
26597367,1,1,0
26597429,1,1,0
26598080,1,0,0
26598613,0,0,0
26598806,0,0,0
26600049,1,1,0
26600426,0,0,0
26601607,1,1,0
26601945,0,0,0
26602011,0,0,0
26602358,0,0,0
26602393,0,0,0
26602975,1,1,0
26603095,0,0,0
26610609,1,1,0
26619046,0,0,0
26620293,0,0,0
26622249,0,0,0
26622564,1,1,0
26622976,1,1,0
26624262,0,0,0
26625992,1,0,0
26628329,0,1,0
26632657,1,1,0
26633256,0,0,0
26635268,0,1,0
26639387,0,1,0
26639783,0,1,0
26641601,0,1,0
26641974,1,0,0
26641996,0,1,0
26644199,0,0,0
26644811,1,0,0
26645073,1,1,0
26645101,0,0,0
26647320,0,0,0
26647620,1,1,0
26647859,1,1,0
26647978,1,1,0
26650682,1,0,0
26651841,0,0,0
26655112,0,0,0
26656733,0,0,0
26657968,0,1,0
26659024,0,1,0
26659449,0,0,0
26661252,1,1,0
26661693,1,1,0
26662684,0,0,0
26662937,0,0,0
26663715,0,1,0
26663824,1,1,0
26664161,0,0,0
26664501,0,0,0
26665125,1,0,0
26666052,1,0,0
26666215,0,0,0
26666419,0,0,0
26667971,1,0,0
26672226,0,0,0
26672380,1,1,0
26674152,0,1,0
26675042,1,0,0
26675132,1,0,0
26675798,0,1,0
26676069,0,0,0
26676574,1,1,0
26680538,0,0,0
26682386,1,1,0
26682628,0,0,0
26682700,1,0,0
26683553,1,1,0
26684196,1,0,0
26685658,0,0,0
26688160,1,0,0
26688185,0,0,0
26690787,1,0,0
26691369,1,1,0
26691567,1,1,0
26692109,0,1,0
26695399,0,1,0
26696173,0,0,0
26697355,0,0,0
26697411,0,0,0
26703114,1,1,0
26703262,0,0,0
26708070,0,0,0
26708210,0,0,0
26713618,1,0,0
26713949,0,0,0
26715814,0,0,0
26716531,1,1,0
26718115,1,1,0
26718696,0,1,0
26721856,1,0,0
26724015,1,0,0
26724067,1,1,0
26724646,1,1,0
26725652,1,0,0
26730832,0,0,0
26732020,1,0,0
26733562,1,0,0
26735081,0,0,0
26735315,1,0,0
26735862,0,1,0
26737320,1,1,0
26737719,0,0,0
26739096,0,1,0
26741231,0,0,0
26741680,1,1,0
26744100,1,1,0
26747266,0,0,0
26748868,1,1,0
26748920,0,0,0
26749943,1,0,0
26751704,1,1,0
26752229,1,1,0
26753308,0,0,0
26754068,1,1,0
26756299,1,1,0
26756721,1,0,0
26758365,0,0,0
26758687,1,1,0
26759546,0,0,0
26759766,1,1,0
26761266,1,0,0
26766348,1,0,0
26766827,1,0,0
26767992,1,0,0
26768345,1,0,0
26770067,1,0,0
26771100,0,1,0
26771289,1,0,0
26773382,0,0,0
26774033,1,0,0
26774726,0,1,0
26776407,0,1,0
26777798,0,0,0
26778372,1,0,0
26778723,1,0,0
26780007,1,1,0
26782154,0,1,0
26783357,0,0,0
26783475,0,0,0
26785451,0,0,0
26786563,1,0,0
26788022,1,0,0
26788172,0,1,0
26789988,1,1,0
26790033,0,1,0
26793507,1,1,0
26794780,0,1,0
26795399,0,1,0
26800180,1,1,0
26800238,0,1,0
26801016,1,0,0
26801669,0,0,0
26801969,1,0,0
26805610,0,1,0
26806132,0,1,0
26806552,1,0,0
26811610,0,0,0
26812407,0,0,0
26813034,1,1,0
26814468,0,0,0
26814482,0,0,0
26814960,1,1,0
26815769,0,0,0
26816058,1,0,0
26816146,0,1,0
26817517,0,1,0
26817911,1,1,0
26819220,1,0,0
26823336,1,1,0
26823698,0,1,0
26824788,1,0,0
26825300,1,1,0
26825330,0,0,0
26827813,0,0,0
26828733,1,0,0
26830199,1,1,0
26831020,0,0,0
26832111,1,1,0
26832704,1,0,0
26833823,1,0,0
26834980,0,0,0
26837234,1,1,0
26842056,1,0,0
26842589,0,0,0
26844563,0,0,0
26845689,1,1,0
26846909,1,1,0
26848377,0,1,0
26848511,1,1,0
26849549,0,0,0
26850187,0,1,0
26850755,1,1,0
26851646,1,0,0
26851652,1,0,0
26853296,0,0,0
26856806,1,0,0
26858319,1,0,0
26859271,0,1,0
26863847,1,0,0
26863981,0,0,0
26865480,0,0,0
26865596,0,1,0
26865861,1,0,0
26867993,1,0,0
26868709,1,1,0
26870088,1,0,0
26870302,0,0,0
26870489,0,0,0
26871114,0,0,0
26874046,1,0,0
26874099,1,1,0
26875740,0,0,0
26875870,0,1,0
26878532,1,1,0
26879671,1,0,0
26879980,0,1,0
26882140,1,1,0
26883654,1,0,0
26883979,0,0,0
26883995,0,0,0
26884302,0,1,0
26884355,1,1,0
26886785,0,1,0
26887211,0,1,0
26887716,1,0,0
26888053,0,0,0
26889007,1,0,0
26890715,1,0,0
26892356,1,1,0
26892847,0,0,0
26893724,1,0,0
26894932,1,0,0
26895468,1,0,0
26897410,1,0,0
26898236,0,1,0
26898882,0,1,0
26899207,0,1,0
26900635,0,0,0
26905540,0,1,0
26906803,1,0,0
26908256,1,1,0
26910827,1,0,0
26912417,0,1,0
26913451,0,0,0
26913557,1,1,0
26914455,0,0,0
26928913,0,1,0
26928945,1,1,0
26930239,0,0,0
26932484,1,0,0
26932724,1,1,0
26933589,0,0,0
26934154,0,0,0
26935287,0,1,0
26937130,0,1,0
26937591,0,1,0
26940126,1,1,0
26942219,0,0,0
26944900,0,0,0
26945278,0,0,0
26946650,0,0,0
26947487,0,0,0
26964420,0,0,0
26966396,1,1,0
26967979,0,1,0
26969398,0,0,0
26981135,0,0,0
26981435,0,1,0
26983680,1,0,0
26989026,1,0,0
26989193,1,0,0
26989405,0,0,0
26989563,1,1,0
26990799,0,1,0
26990868,1,1,0
26991378,0,0,0
26991935,1,0,0
26991950,1,0,0
26992118,1,1,0
26992284,0,0,0
26992751,1,0,0
26993046,1,1,0
26993049,0,1,0
26993234,0,0,0
26993627,1,1,0
26994150,0,0,0
26996291,1,1,0
26997193,1,1,0
26997362,0,1,0
26998131,0,0,0
26999646,1,0,0
27000317,1,1,0
27001291,1,0,0
27001292,1,0,0
27001791,1,1,0
27001886,1,1,0
27002662,0,1,0
27002902,1,1,0
27003430,1,0,0
27003493,1,1,0
27004061,1,0,0
27004516,0,0,0
27004583,0,1,0
27005008,0,1,0
27005261,1,0,0
27006143,1,1,0
27006756,0,1,0
27006857,1,1,0
27006884,1,0,0
27006911,1,1,0
27007014,0,0,0
27007102,0,1,0
27007595,1,0,0
27008303,0,1,0
27008589,1,0,0
27009159,0,1,0
27009618,1,0,0
27009876,0,0,0
27010181,0,0,0
27010324,0,1,0
27010389,0,0,0
27010887,0,1,0
27010923,1,1,0
27011221,1,1,0
27011651,1,1,0
27011671,0,0,0
27011969,0,1,0
27012214,1,1,0
27012465,0,0,0
27012469,0,0,0
27012823,1,0,0
27012965,0,1,0
27013134,0,0,0
27013136,1,0,0
27013218,1,0,0
27013763,0,1,0
27013790,0,1,0
27015545,0,0,0
27015696,0,0,0
27015829,0,1,0
27015967,0,1,0
27016196,1,0,0
27016453,1,0,0
27017279,1,0,0
27017626,1,0,0
27017746,1,1,0
27017943,0,1,0
27018156,0,0,0
27018307,1,1,0
27018334,0,0,0
27019360,1,0,0
27020508,0,1,0
27020778,1,0,0
27021161,1,0,0
27021566,0,0,0
27021721,0,1,0
27022110,1,1,0
27022185,1,1,0
27022401,1,0,0
27023286,0,0,0
27024876,1,0,0
27024933,1,1,0
27025250,0,1,0
27025853,0,0,0
27027718,1,0,0
27028021,0,0,0
27028235,1,1,0
27028797,1,1,0
27029166,0,0,0
27029298,0,0,0
27029350,0,1,0
27029390,1,0,0
27029506,1,0,0
27029557,1,1,0
27029782,0,0,0
27030080,1,0,0
27030552,1,1,0
27031035,0,1,0
27031038,1,0,0
27031210,1,1,0
27032001,1,1,0
27032628,0,1,0
27032707,0,1,0
27033062,0,1,0
27033106,0,1,0
27033183,0,1,0
27033188,1,1,0
27033605,1,1,0
27034533,1,1,0
27035286,0,0,0
27035523,1,1,0
27035802,1,1,0
27035924,1,1,0
27036221,0,0,0
27037080,1,0,0
27037473,0,0,0
27038079,0,0,0
27038587,1,0,0
27038931,1,0,0
27039682,1,0,0
27039742,1,1,0
27039852,1,0,0
27040131,1,1,0
27040204,0,1,0
27040419,1,1,0
27040495,0,1,0
27040535,0,0,0
27041144,0,1,0
27041300,0,1,0
27042240,1,1,0
27042640,1,0,0
27042967,0,0,0
27043385,1,0,0
27044433,1,0,0
27044456,1,0,0
27044905,0,1,0
27045220,0,0,0
27045870,0,0,0
27045966,0,1,0
27046536,0,1,0
27048212,1,0,0
27048616,1,1,0
27048833,1,0,0
27048856,0,1,0
27048886,0,1,0
27049488,0,1,0
27049508,0,1,0
27051159,0,1,0
27051512,0,1,0
27051791,0,1,0
27052219,0,1,0
27053483,0,1,0
27053494,1,1,0
27053569,1,0,0
27053888,0,0,0
27054122,1,1,0
27054617,1,1,0
27054627,0,0,0
27054859,1,1,0
27055587,1,1,0
27056290,0,1,0
27056368,0,0,0
27075614,0,0,0
27076546,0,0,0
27077267,1,0,0
27078370,0,0,0
27079156,1,1,0
27079429,0,1,0
27081306,0,0,0
27081587,0,1,0
27093143,0,0,0
27093598,0,0,0
27093736,1,0,0
27097265,0,1,0
27097647,0,0,0
27097687,1,1,0
27098424,0,1,0
27101692,1,1,0
27102189,1,1,0
27102660,1,0,0
27103176,1,0,0
27104328,1,0,0
27105223,0,0,0
27105240,1,1,0
27105345,0,1,0
27105783,1,0,0
27105994,0,1,0
27106602,1,1,0
27110808,1,0,0
27110960,1,1,0
27111939,1,1,0
27111952,1,1,0
27111972,1,0,0
27112153,0,0,0
27112207,1,0,0
27112331,1,0,0
27115183,1,1,0
27115647,0,0,0
27115852,0,1,0
27116178,0,0,0
27116262,0,1,0
27117115,1,1,0
27117585,1,1,0
27117699,0,1,0
27118887,1,0,0
27118890,1,1,0
27122531,0,0,1
27122802,0,1,0
27123000,1,0,0
27123631,0,0,0
27126872,0,0,0
27127114,0,1,0
27130861,1,0,0
27134281,1,1,0
27134459,0,0,0
27134587,0,0,1
27140654,0,0,0
27144411,1,0,0
27146184,0,0,0
27149403,1,0,0
27150908,0,1,0
27157246,0,0,0
27157268,0,1,0
27157775,0,1,0
27157961,0,1,0
27158668,1,1,0
27159500,0,0,0
27159768,0,1,0
27159899,1,1,0
27163441,0,1,0
27164864,0,1,0
27166954,1,0,0
27168636,1,1,0
27170604,1,1,0
27170957,1,1,0
27171448,0,0,0
27171594,0,1,0
27171804,1,1,0
27171898,1,1,0
27172192,1,0,0
27181178,0,0,0
27183385,0,0,0
27185491,0,0,0
27187679,0,0,0
27188467,1,0,0
27192843,1,1,0
27193624,0,0,0
27193650,0,0,0
27194629,0,0,0
27194659,0,0,0
27196098,0,1,0
27196635,0,0,0
27196973,1,0,0
27197841,0,1,0
27199832,0,0,0
27200639,0,0,0
27200996,0,1,0
27203681,1,0,0
27204427,1,0,0
27205383,0,1,0
27205722,1,0,0
27206756,1,1,0
27208087,1,0,0
27212356,0,0,0
27213012,0,0,0
27213779,0,0,0
27219631,1,0,0
27220486,1,0,0
27220657,1,0,0
27221976,0,1,0
27222685,0,0,0
27228570,0,1,0
27230737,0,0,0
27232259,1,0,0
27233302,0,0,0
27235069,1,0,0
27240193,1,1,0
27241349,0,0,0
27242326,1,0,0
27247194,0,0,0
27248652,0,0,0
27251743,1,0,0
27331851,0,1,0
27332619,1,0,0
27335149,0,0,0
27335744,0,1,0
27336882,0,0,0
27337962,1,1,0
27340093,0,0,0
27340980,1,0,0
27342413,0,0,0
27344714,1,0,0
27345971,0,1,0
27347823,1,1,0
27348208,0,0,0
27348375,0,0,0
27348464,1,1,0
27350304,0,1,0
27352032,1,0,0
27352302,1,0,0
27353573,0,1,0
27356273,0,0,0
27356562,0,1,0
27358626,1,1,0
27358931,1,1,0
27363891,1,1,0
27364342,1,1,0
27366319,0,0,0
27366712,1,0,0
27368063,1,1,0
27368909,1,0,0
27371876,0,1,0
27372026,1,1,0
27372038,1,1,0
27374088,1,0,0
27374526,1,0,0
27374788,1,1,0
27376246,1,1,0
27376819,0,1,0
27376829,0,0,0
27378769,0,0,0
27379064,1,0,0
27379529,1,0,0
27380426,0,1,0
27380693,0,1,0
27382004,0,0,0
27382271,0,0,0
27383527,1,1,0
27383601,1,1,0
27387965,1,0,0
27388129,0,0,0
27388597,0,0,0
27393852,1,1,0
27395508,0,0,0
27395594,0,0,0
27396117,0,0,0
27396698,0,1,0
27397030,0,1,0
27400087,1,0,0
27400538,0,0,0
27401088,1,1,0
27401953,0,0,0
27404242,0,1,0
27404489,1,1,0
27409864,0,0,0
27410725,0,0,0
27412733,0,1,0
27414029,0,0,0
27416986,0,0,0
27417208,1,0,0
27417596,0,1,0
27417765,1,0,0
27417936,0,1,0
27418231,0,0,0
27422639,1,0,0
27423076,0,1,0
27423500,0,0,0
27424056,0,0,0
27427442,1,1,0
27430069,0,0,0
27430385,1,0,0
27430948,0,0,0
27431474,1,0,0
27431954,1,0,0
27432155,0,0,0
27432171,0,0,0
27432318,1,0,0
27432325,0,0,0
27432575,1,0,0
27472198,0,0,0
27482740,1,0,0
27485974,1,0,0
27490911,1,0,0
27508300,1,1,0
27513521,1,0,0
27514300,0,1,0
27518529,0,0,0
27527074,1,0,0
27529458,1,0,0
27529724,0,0,0
27532782,0,0,0
27539894,0,0,0
27543307,1,0,0
27548006,1,1,0
27548370,1,0,0
27572993,1,1,0
27575075,0,1,0
27575783,1,1,0
27576248,0,0,0
27580381,0,0,0
27584168,0,0,0
27584697,0,0,0
27585227,1,1,0
27588055,1,0,0
27620899,1,0,0
27620942,0,0,0
27621016,0,1,0
27621386,0,1,0
27621616,0,0,0
27621737,0,1,0
27621746,0,0,0
27621755,1,0,0
27621954,0,1,0
27621996,1,0,0
27622031,1,0,0
27622090,1,0,0
27622211,1,0,0
27622217,0,0,0
27622677,1,0,0
27622993,1,1,0
27623109,1,1,0
27623169,0,1,0
27623303,1,1,0
27623576,1,0,0
27623977,0,0,0
27624071,1,0,0
27624353,0,0,0
27624508,1,0,0
27624747,0,0,0
27624799,1,1,0
27625063,1,0,0
27625087,0,0,0
27625092,0,0,0
27625135,1,0,0
27625340,1,0,0
27625567,1,1,0
27625586,0,1,0
27625589,1,0,0
27625817,1,1,0
27625930,1,1,0
27626235,0,0,0
27626245,0,1,0
27626442,1,0,0
27626817,1,0,0
27626920,1,0,0
27627180,1,1,0
27627199,1,0,0
27627351,0,0,0
27627411,0,1,0
27627470,1,0,0
27627910,0,1,0
27629151,0,1,0
27629224,1,0,0
27629490,1,1,0
27629714,0,1,0
27630221,0,0,0
27630365,0,0,0
27630588,1,1,0
27630988,0,1,0
27631040,1,1,0
27631374,1,0,0
27631539,1,0,0
27631898,0,1,0
27632281,1,1,0
27632535,1,0,0
27632773,1,0,0
27633090,0,0,0
27633128,0,0,0
27633288,0,1,0
27633641,1,0,0
27633718,1,0,0
27634172,1,0,0
27634266,1,1,0
27634914,1,0,0
27635207,0,0,0
27635577,1,0,0
27635666,1,0,0
27635741,1,1,0
27635826,1,0,0
27636245,1,0,0
27636746,0,0,0
27636957,1,0,0
